UniProt,Keywords
P08172,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P0DTD1,"['3D-structure', 'Activation of host autophagy by virus', 'ATP-binding', 'Decay of host mRNAs by virus', 'Disulfide bond', 'Endonuclease', 'Eukaryotic host gene expression shutoff by virus', 'Eukaryotic host translation shutoff by virus', 'Exonuclease', 'Helicase', 'Host cytoplasm', 'Host endoplasmic reticulum', 'Host endosome', 'Host gene expression shutoff by virus', 'Host Golgi apparatus', 'Host membrane', 'Host mRNA suppression by virus', 'Host nucleus', 'Host-virus interaction', 'Hydrolase', 'Inhibition of host innate immune response by virus', 'Inhibition of host interferon signaling pathway by virus', 'Inhibition of host IRF3 by virus', 'Inhibition of host ISG15 by virus', 'Inhibition of host NF-kappa-B by virus', 'Inhibition of host RLR pathway by virus', 'Inhibition of host TBK1 by virus', 'Inhibition of host TLR pathway by virus', 'Interferon antiviral system evasion', 'Leucine-rich repeat', 'Lyase', 'Membrane', 'Metal-binding', 'Methyltransferase', 'Modulation of host ubiquitin pathway by viral deubiquitinase', 'Modulation of host ubiquitin pathway by virus', 'Nuclease', 'Nucleotide-binding', 'Nucleotidyltransferase', 'Protease', 'Reference proteome', 'Repeat', 'Ribosomal frameshifting', 'RNA-binding', 'RNA-directed RNA polymerase', 'Thiol protease', 'Transferase', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Viral immunoevasion', 'Viral RNA replication', 'Zinc', 'Zinc-finger']"
Q12809,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Deafness', 'Disease variant', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Long QT syndrome', 'Membrane', 'Methylation', 'Phosphoprotein', 'Potassium', 'Potassium channel', 'Potassium transport', 'Reference proteome', 'Short QT syndrome', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Voltage-gated channel']"
O94956,"['Alternative promoter usage', 'Alternative splicing', 'Cell membrane', 'Disulfide bond', 'Glycoprotein', 'Ion transport', 'Membrane', 'Phosphoprotein', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P03372,"['3D-structure', 'Activator', 'Alternative promoter usage', 'Alternative splicing', 'Cell membrane', 'Cytoplasm', 'Direct protein sequencing', 'Disease variant', 'DNA-binding', 'Glycoprotein', 'Golgi apparatus', 'Lipid-binding', 'Lipoprotein', 'Membrane', 'Metal-binding', 'Methylation', 'Nucleus', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Steroid-binding', 'Transcription', 'Transcription regulation', 'Transmembrane', 'Ubl conjugation', 'Zinc', 'Zinc-finger']"
P10275,"['3D-structure', 'Activator', 'Alternative splicing', 'Cytoplasm', 'Disease variant', 'DNA-binding', 'Isopeptide bond', 'Lipid-binding', 'Lipoprotein', 'Metal-binding', 'Neurodegeneration', 'Nucleus', 'Palmitate', 'Phosphoprotein', 'Pseudohermaphroditism', 'Receptor', 'Reference proteome', 'Steroid-binding', 'Transcription', 'Transcription regulation', 'Triplet repeat expansion', 'Ubl conjugation', 'Zinc', 'Zinc-finger']"
P19971,"['3D-structure', 'Alternative splicing', 'Angiogenesis', 'Chemotaxis', 'Developmental protein', 'Differentiation', 'Direct protein sequencing', 'Disease variant', 'Glycosyltransferase', 'Growth factor', 'Neuropathy', 'Phosphoprotein', 'Primary mitochondrial disease', 'Progressive external ophthalmoplegia', 'Reference proteome', 'Repeat', 'Transferase']"
Q14432,"['3D-structure', 'cAMP', 'cGMP', 'Cytoplasm', 'Direct protein sequencing', 'Disease variant', 'Hydrolase', 'Isopeptide bond', 'Manganese', 'Membrane', 'Metal-binding', 'Phosphoprotein', 'Reference proteome', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation']"
P11229,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P06401,"['3D-structure', 'Alternative promoter usage', 'Alternative splicing', 'Cytoplasm', 'Direct protein sequencing', 'DNA-binding', 'Isopeptide bond', 'Lipid-binding', 'Lipoprotein', 'Membrane', 'Metal-binding', 'Mitochondrion', 'Mitochondrion outer membrane', 'Nucleus', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Steroid-binding', 'Transcription', 'Transcription regulation', 'Ubl conjugation', 'Zinc', 'Zinc-finger']"
P62813,"['3D-structure', 'Cell membrane', 'Chloride', 'Chloride channel', 'Cytoplasmic vesicle', 'Disulfide bond', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Ligand-gated ion channel', 'Membrane', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Signal', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P0DMS8,"['Alternative splicing', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P27815,"['3D-structure', 'Alternative splicing', 'cAMP', 'Cell membrane', 'Cell projection', 'Cytoplasm', 'Hydrolase', 'Isopeptide bond', 'Manganese', 'Membrane', 'Metal-binding', 'Phosphoprotein', 'Reference proteome', 'Ubl conjugation', 'Zinc']"
P35348,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Cytoplasm', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Nucleus', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P23975,"['Alternative splicing', 'Cell membrane', 'Disease variant', 'Disulfide bond', 'Glycoprotein', 'Membrane', 'Metal-binding', 'Neurotransmitter transport', 'Reference proteome', 'Sodium', 'Symport', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P21397,"['3D-structure', 'Acetylation', 'Alternative splicing', 'Catecholamine metabolism', 'Direct protein sequencing', 'Disease variant', 'FAD', 'Flavoprotein', 'Intellectual disability', 'Membrane', 'Mitochondrion', 'Mitochondrion outer membrane', 'Neurotransmitter degradation', 'Oxidoreductase', 'Phosphoprotein', 'Reference proteome', 'Transmembrane', 'Transmembrane helix']"
Q9Y5N1,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P35372,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Cell projection', 'Cytoplasm', 'Disulfide bond', 'Endosome', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation']"
P22303,"['3D-structure', 'Alternative splicing', 'Blood group antigen', 'Cell membrane', 'Direct protein sequencing', 'Disulfide bond', 'Glycoprotein', 'GPI-anchor', 'Hydrolase', 'Lipoprotein', 'Membrane', 'Neurotransmitter degradation', 'Nucleus', 'Reference proteome', 'Secreted', 'Serine esterase', 'Signal', 'Synapse']"
Q01959,"['Cell membrane', 'Cell projection', 'Disease variant', 'Disulfide bond', 'Dystonia', 'Glycoprotein', 'Membrane', 'Metal-binding', 'Neurodegeneration', 'Neurotransmitter transport', 'Parkinsonism', 'Reference proteome', 'Sodium', 'Symport', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P23219,"['3D-structure', 'Alternative splicing', 'Dioxygenase', 'Disulfide bond', 'EGF-like domain', 'Endoplasmic reticulum', 'Fatty acid biosynthesis', 'Fatty acid metabolism', 'Glycoprotein', 'Heme', 'Iron', 'Lipid biosynthesis', 'Lipid metabolism', 'Membrane', 'Metal-binding', 'Microsome', 'Oxidoreductase', 'Peroxidase', 'Prostaglandin biosynthesis', 'Prostaglandin metabolism', 'Reference proteome', 'Signal']"
P21728,"['3D-structure', 'Cell membrane', 'Cell projection', 'Disulfide bond', 'Endoplasmic reticulum', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P35968,"['3D-structure', 'Alternative splicing', 'Angiogenesis', 'ATP-binding', 'Cell junction', 'Cell membrane', 'Cytoplasm', 'Cytoplasmic vesicle', 'Developmental protein', 'Differentiation', 'Disulfide bond', 'Endoplasmic reticulum', 'Endosome', 'Glycoprotein', 'Host-virus interaction', 'Immunoglobulin domain', 'Kinase', 'Membrane', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Repeat', 'Secreted', 'Signal', 'Transferase', 'Transmembrane', 'Transmembrane helix', 'Tyrosine-protein kinase', 'Ubl conjugation']"
P08913,"['3D-structure', 'Cell membrane', 'Direct protein sequencing', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Methylation', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P21731,"['Alternative splicing', 'Cell membrane', 'Direct protein sequencing', 'Disease variant', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P41595,"['3D-structure', 'Behavior', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Synapse', 'Synaptosome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P00734,"['3D-structure', 'Acute phase', 'Blood coagulation', 'Calcium', 'Cleavage on pair of basic residues', 'Direct protein sequencing', 'Disease variant', 'Disulfide bond', 'Gamma-carboxyglutamic acid', 'Glycoprotein', 'Hemostasis', 'Hydrolase', 'Kringle', 'Pharmaceutical', 'Protease', 'Reference proteome', 'Repeat', 'Secreted', 'Serine protease', 'Signal', 'Thrombophilia', 'Zymogen']"
P31645,"['3D-structure', 'Alternative splicing', 'Antiport', 'Cell junction', 'Cell membrane', 'Cell projection', 'Disulfide bond', 'Endosome', 'Glycoprotein', 'Membrane', 'Metal-binding', 'Neurotransmitter transport', 'Phosphoprotein', 'Reference proteome', 'Sodium', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport']"
P08908,"['3D-structure', 'Behavior', 'Cell membrane', 'Cell projection', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P08172,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q9UBN7,"['3D-structure', 'Actin-binding', 'Alternative splicing', 'Autophagy', 'Cell projection', 'Chromatin regulator', 'Cytoplasm', 'Cytoskeleton', 'Hydrolase', 'Metal-binding', 'Methylation', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Repeat', 'Repressor', 'Transcription', 'Transcription regulation', 'Ubl conjugation', 'Zinc', 'Zinc-finger']"
P07650,"['3D-structure', 'Glycosyltransferase', 'Reference proteome', 'Transferase']"
Q12809,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Deafness', 'Disease variant', 'Glycoprotein', 'Ion channel', 'Ion transport', 'Long QT syndrome', 'Membrane', 'Methylation', 'Phosphoprotein', 'Potassium', 'Potassium channel', 'Potassium transport', 'Reference proteome', 'Short QT syndrome', 'Transmembrane', 'Transmembrane helix', 'Transport', 'Voltage-gated channel']"
P0DTD1,"['3D-structure', 'Activation of host autophagy by virus', 'ATP-binding', 'Decay of host mRNAs by virus', 'Disulfide bond', 'Endonuclease', 'Eukaryotic host gene expression shutoff by virus', 'Eukaryotic host translation shutoff by virus', 'Exonuclease', 'Helicase', 'Host cytoplasm', 'Host endoplasmic reticulum', 'Host endosome', 'Host gene expression shutoff by virus', 'Host Golgi apparatus', 'Host membrane', 'Host mRNA suppression by virus', 'Host nucleus', 'Host-virus interaction', 'Hydrolase', 'Inhibition of host innate immune response by virus', 'Inhibition of host interferon signaling pathway by virus', 'Inhibition of host IRF3 by virus', 'Inhibition of host ISG15 by virus', 'Inhibition of host NF-kappa-B by virus', 'Inhibition of host RLR pathway by virus', 'Inhibition of host TBK1 by virus', 'Inhibition of host TLR pathway by virus', 'Interferon antiviral system evasion', 'Leucine-rich repeat', 'Lyase', 'Membrane', 'Metal-binding', 'Methyltransferase', 'Modulation of host ubiquitin pathway by viral deubiquitinase', 'Modulation of host ubiquitin pathway by virus', 'Nuclease', 'Nucleotide-binding', 'Nucleotidyltransferase', 'Protease', 'Reference proteome', 'Repeat', 'Ribosomal frameshifting', 'RNA-binding', 'RNA-directed RNA polymerase', 'Thiol protease', 'Transferase', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation pathway', 'Viral immunoevasion', 'Viral RNA replication', 'Zinc', 'Zinc-finger']"
P03372,"['3D-structure', 'Activator', 'Alternative promoter usage', 'Alternative splicing', 'Cell membrane', 'Cytoplasm', 'Direct protein sequencing', 'Disease variant', 'DNA-binding', 'Glycoprotein', 'Golgi apparatus', 'Lipid-binding', 'Lipoprotein', 'Membrane', 'Metal-binding', 'Methylation', 'Nucleus', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Steroid-binding', 'Transcription', 'Transcription regulation', 'Transmembrane', 'Ubl conjugation', 'Zinc', 'Zinc-finger']"
P10275,"['3D-structure', 'Activator', 'Alternative splicing', 'Cytoplasm', 'Disease variant', 'DNA-binding', 'Isopeptide bond', 'Lipid-binding', 'Lipoprotein', 'Metal-binding', 'Neurodegeneration', 'Nucleus', 'Palmitate', 'Phosphoprotein', 'Pseudohermaphroditism', 'Receptor', 'Reference proteome', 'Steroid-binding', 'Transcription', 'Transcription regulation', 'Triplet repeat expansion', 'Ubl conjugation', 'Zinc', 'Zinc-finger']"
P43220,"['3D-structure', 'ADP-ribosylation', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Receptor', 'Reference proteome', 'Signal', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P24941,"['3D-structure', 'Acetylation', 'Alternative splicing', 'ATP-binding', 'Cell cycle', 'Cell division', 'Cytoplasm', 'Cytoskeleton', 'DNA damage', 'DNA repair', 'Endosome', 'Kinase', 'Magnesium', 'Meiosis', 'Metal-binding', 'Mitosis', 'Nucleotide-binding', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'S-nitrosylation', 'Serine/threonine-protein kinase', 'Transferase']"
P11229,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Postsynaptic cell membrane', 'Receptor', 'Reference proteome', 'Synapse', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P25021,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
Q01827,"['Cell projection', 'Cytoplasmic vesicle', 'Disulfide bond', 'Glycoprotein', 'Membrane', 'Neurotransmitter transport', 'Phosphoprotein', 'Reference proteome', 'Synapse', 'Transmembrane', 'Transmembrane helix', 'Transport']"
O60885,"['3D-structure', 'Acetylation', 'Alternative splicing', 'Bromodomain', 'Chromatin regulator', 'Chromosomal rearrangement', 'Chromosome', 'DNA damage', 'Host-virus interaction', 'Isopeptide bond', 'Nucleus', 'Phosphoprotein', 'Reference proteome', 'Repeat', 'Transcription', 'Transcription regulation', 'Ubl conjugation']"
P30556,"['3D-structure', 'Cell membrane', 'Disease variant', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Host-virus interaction', 'Lipoprotein', 'Membrane', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P25101,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disease variant', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Hypotrichosis', 'Membrane', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Signal', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P41145,"['3D-structure', 'Alternative splicing', 'Behavior', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P30542,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P35372,"['3D-structure', 'Alternative splicing', 'Cell membrane', 'Cell projection', 'Cytoplasm', 'Disulfide bond', 'Endosome', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix', 'Ubl conjugation']"
P35414,"['3D-structure', 'Angiogenesis', 'Cell membrane', 'Developmental protein', 'G-protein coupled receptor', 'Gastrulation', 'Glycoprotein', 'Host-virus interaction', 'Membrane', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
P32238,"['3D-structure', 'Cell membrane', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Lipoprotein', 'Membrane', 'Palmitate', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
O75469,"['3D-structure', 'Activator', 'Alternative splicing', 'DNA-binding', 'Metal-binding', 'Nucleus', 'Receptor', 'Reference proteome', 'Transcription', 'Transcription regulation', 'Zinc', 'Zinc-finger']"
P21731,"['Alternative splicing', 'Cell membrane', 'Direct protein sequencing', 'Disease variant', 'Disulfide bond', 'G-protein coupled receptor', 'Glycoprotein', 'Membrane', 'Phosphoprotein', 'Receptor', 'Reference proteome', 'Transducer', 'Transmembrane', 'Transmembrane helix']"
